title,nid,type,changed,path_alias,citation,category_tid,year_tid,publication,publisher,filename_year,tid,year,tid_category,category
Andy Akiho,21723,finalist,1652050043,finalists/andy-akiho,"Premiered on December 3, 2021 by Sandbox Percussion at Emerald City Music in Seattle, Wash., an ambitious extension of traditional American percussion writing that, in 11 movements, combines sensuous timbres, an agile command of rhythm, and a wide span of international influences.",225,640,Seven Pillars,,2022,640,2022,225,Music
Anne Leilehua Lanzilotti,21724,finalist,1652050149,finalists/anne-leilehua-lanzilotti,"Premiered on August 6, 2021 at the Tenri Cultural Institute in New York, N.Y., a vibrant composition, inspired by works in The Contemporary Museum in Honolulu, that distinctly combines experimental string textures and episodes of melting lyricism.",225,640,with eyes the color of time,,2022,640,2022,225,Music
Kristina Wong,21726,finalist,1652049623,finalists/kristina-wong,"A humorous and moving performance piece detailing how the author became the founder of a homemade face mask operation in the early months of the COVID epidemic, reflecting on the significance of women of color performing an historically gendered and racialized form of labor at a time of rising anti-Asian bigotry.",218,640,"Kristina Wong, Sweatshop Overlord",,2022,640,2022,218,Drama
Sylvia Khoury,21727,finalist,1652032531,finalists/sylvia-khoury,A riveting portrait of an Afghan family under extreme wartime duress that explores the agonizing personal choices and human costs of those who aided the effort in Afghanistan at their own peril.,218,640,Selling Kabul,,2022,640,2022,218,Drama
"Eyder Peralta, Solomon Fisseha, Alsanosi Adam and Halima Athumani of National Public Radio ",21729,finalist,1651959699,finalists/eyder-peralta-solomon-fisseha-alsanosi-adam-and-halima-athumani-national-public-radio,"For their compelling, accessible and empathetic stories on the complicated war and threats to democracy in East Africa, an area of the world that rarely gets sustained coverage.",631,640,,,2022,640,2022,631,Audio Reporting
"Mike Hixenbaugh, Antonia Hylton, Frannie Kelley, Reid Cherlin and Julie Shapiro of NBC News",21730,finalist,1651960112,finalists/mike-hixenbaugh-antonia-hylton-frannie-kelley-reid-cherlin-and-julie-shapiro-nbc-news,"For “Southlake,” a riveting and insightful account of an anti-Critical Race Theory movement in a Texas community, a phenomenon that has reverberated through school districts across the country.
",631,640,,,2022,640,2022,631,Audio Reporting
"Tony Cook, Johnny Magdaleno and Michelle Pemberton of The Indianapolis Star",21732,finalist,1651938448,finalists/tony-cook-johnny-magdaleno-and-michelle-pemberton-indianapolis-star,"For their critical examination of Indiana’s “Red Flag” gun law, identifying numerous instances where police and prosecutors had failed to understand and enforce the law.",208,640,,,2022,640,2022,208,Local Reporting
The New York Times,21867,finalist,1652046643,finalists/new-york-times-3,"For courageous and relentless reporting that exposed the vast civilian toll of U.S.-led airstrikes, challenging official accounts of American military engagements in Iraq, Syria and Afghanistan. (Moved by the Board to the International Reporting category.)",204,640,,,2022,640,2022,204,Public Service
John Hope Franklin,4099,finalist,1438981208,finalists/john-hope-franklin,,222,134,"George Washington Williams: A Biography
","University of Chicago Press
",1986,134,1986,222,Biography
Frida Scheps Weinstein,4100,finalist,1438981208,finalists/frida-scheps-weinstein,,222,134,"A Hidden Childhood: A Jewish Girl&#039;s Sanctuary in a French Convent, 1942-1945
","Hill and Wang
",1986,134,1986,222,Biography
Joseph Kraft,4101,finalist,1438981208,finalists/joseph-kraft,"For incisive and thoughtful commentary on a wide range of public issues throughout a long and distinguished career.
",212,134,"Los Angeles Times Syndicate
",,1986,134,1986,212,Commentary
Charles Krauthammer,4102,finalist,1438981208,finalists/charles-krauthammer,"For his gracefully written and clear commentary on a variety of issues.
",212,134,"The Washington Post
",,1986,134,1986,212,Commentary
Richard D. Christiansen,4103,finalist,1438981208,finalists/richard-d-christiansen,"For his theater criticism.
",213,134,"Chicago Tribune
",,1986,134,1986,213,Criticism
Richard Eder,4104,finalist,1438981208,finalists/richard-eder,"For his book reviews.
",213,134,"Los Angeles Times
",,1986,134,1986,213,Criticism
Jack Higgins,4105,finalist,1438981208,finalists/jack-higgins,,215,134,"Chicago Sun-Times
",,1986,134,1986,215,Editorial Cartooning
Michael E. Luckovich,4106,finalist,1438981208,finalists/michael-e-luckovich,,215,134,"New Orleans Times-Picayune
",,1986,134,1986,215,Editorial Cartooning
Mike Peters,4107,finalist,1438981208,finalists/mike-peters,,215,134,"Dayton (OH) Daily News
",,1986,134,1986,215,Editorial Cartooning
Paul Greenberg,4108,finalist,1438981208,finalists/paul-greenberg,"For his editorial portraits.
",214,134,"Pine Bluff (AR) Commercial
",,1986,134,1986,214,Editorial Writing
"Larry Hayes, David Berry and Barbara O. Morrow",4109,finalist,1438981208,finalists/larry-hayes-david-berry-and-barbara-o-morrow,"For their editorial campaign in favor of busing to achieve racially balanced schools.
",214,134,"Fort Wayne (IN) Journal-Gazette
",,1986,134,1986,214,Editorial Writing
Robert L. Hotz and Robert Cooke,4110,finalist,1438981208,finalists/robert-l-hotz-and-robert-cooke,"For their series that examined new developments in genetic engineering and the legal, moral and social ramifications of biotechnology.
",264,134,"The Atlanta Journal and Constitution
",,1986,134,1986,264,Explanatory Journalism
Larry Batson,4111,finalist,1438981208,finalists/larry-batson,"For his seven-part series on the water crisis in America and his analysis of proposed remedies.
",264,134,"Minneapolis Star and Tribune
",,1986,134,1986,264,Explanatory Journalism
David J. Leeson,4112,finalist,1438981211,finalists/david-j-leeson,"For his photographs of civil strife in South Africa.
",217,134,"The Dallas Morning News
",,1986,134,1986,217,Feature Photography
Michael S. Wirtz,4113,finalist,1438981211,finalists/michael-s-wirtz,"For his photographs depicting the decline and despair of the American farmer.
",217,134,"Dallas Times Herald
",,1986,134,1986,217,Feature Photography
David Lee Preston,4114,finalist,1438981211,finalists/david-lee-preston,"For his account of how, by means of a trip through Germany and Eastern Europe, he managed to come to terms with his father&#039;s experiences in the Holocaust.
",211,134,"The Philadelphia Inquirer
",,1986,134,1986,211,Feature Writing
Irene Virag,4115,finalist,1438981211,finalists/irene-virag,"For her elegantly written and sensitive stories about the aspirations and accomplishments of ordinary people.
",211,134,"Newsday
",,1986,134,1986,211,Feature Writing
Russell Banks,4116,finalist,1438981211,finalists/russell-banks,,219,134,"Continental Drift
","Harper &amp; Row
",1986,134,1986,219,Fiction
Anne Tyler,4117,finalist,1438981211,finalists/anne-tyler-0,,219,134,"The Accidental Tourist
","Alfred A. Knopf
",1986,134,1986,219,Fiction
Staff,4118,finalist,1438981211,finalists/staff-26,"For its comprehensive and compelling coverage, under deadline pressure, of the crash of Delta flight 191 on August 2, 1985.
",265,134,"The Dallas Morning News
",,1986,134,1986,265,General News Reporting
Staff,4119,finalist,1438981211,finalists/staff-27,"For its coverage, under deadline pressure, of the MOVE siege and its tragic aftermath.
",265,134,"The Philadelphia Inquirer
",,1986,134,1986,265,General News Reporting
Robert N. Bellah,4120,finalist,1438981211,finalists/robert-n-bellah,,223,134,"Habits and the Heart: Individualism and Commitment in American Life
",,1986,134,1986,223,General Nonfiction
Jacqueline Jones,4121,finalist,1438981211,finalists/jacqueline-jones,,220,134,"Labor of Love, Labor of Sorrow: Black Women, Work and the Family from Slavery to the Present
","Basic Books
",1986,134,1986,220,History
Forrest McDonald,4122,finalist,1438981211,finalists/forrest-mcdonald,,220,134,"Novus Ordo Seclorum: the Intellectual Origins of the Constitution
","University Press of Kentucky
",1986,134,1986,220,History
Kerby A. Miller,4123,finalist,1438981211,finalists/kerby-miller,,220,134,"Emigrants and Exiles: Ireland and the Irish Exodus to North America
","Oxford University Press
",1986,134,1986,220,History
Jacqui Banaszynski,4124,finalist,1438981211,finalists/jacqui-banaszynski,"For her personalized account of African famine victims in Sudan, &quot;The Trail of Tears.&quot;
",210,134,"St. Paul Pioneer Press and Dispatch
",,1986,134,1986,210,International Reporting
Robert J. Rosenthal,4125,finalist,1438981211,finalists/robert-j-rosenthal,"For his sustained and comprehensive reportage from South Africa.
",210,134,"The Philadelphia Inquirer
",,1986,134,1986,210,International Reporting
Jim Henderson and Hugh Aynesworth,4126,finalist,1438981211,finalists/jim-henderson-and-hugh-aynesworth,"For their persistent and thorough investigation of self-proclaimed mass murderer Henry Lee Lucas, which exposed him as the perpetrator of a massive hoax.
",206,134,"Dallas Times Herald
",,1986,134,1986,206,Investigative Reporting
Joel Kaplan and James Pratt,4127,finalist,1438981211,finalists/joel-kaplan-and-james-pratt,"For their investigation of Congressman Bill Boner&#039;s financial dealings, which revealed flagrant abuses and caused the U.S. Justice Department to re-open an investigation of the matter.
",206,134,"The Tennessean
",,1986,134,1986,206,Investigative Reporting
George Rochberg,4128,finalist,1438981211,finalists/george-rochberg,"Premiered on March 13, 1986 by the Chicago Symphony Orchestra.
",225,134,"Symphony No. 5
",,1986,134,1986,225,Music
Jim Henderson and Hugh Aynesworth,4129,finalist,1438981211,finalists/jim-henderson-and-hugh-aynesworth-0,"For their persistent and thorough investigation of self-proclaimed mass murderer Henry Lee Lucas, which exposed him as the perpetrator of a massive hoax.
",209,134,"Dallas Times Herald
",,1986,134,1986,209,National Reporting
Andrew Hudgins,4130,finalist,1438981211,finalists/andrew-hudgins,,224,134,"Saints and Strangers
","Houghton Mifflin
",1986,134,1986,224,Poetry
Charles Simic,4131,finalist,1438981211,finalists/charles-simic,,224,134,"Selected Poems, 1963-1983
","George Braziller
",1986,134,1986,224,Poetry
Staff,4132,finalist,1438981211,finalists/staff-28,"For its coverage of the crash of Delta flight 191 on August 2, 1985, and the resultant series, &quot;How Safe are the Skies?,&quot; which examined air traffic safety in the United States and found it wanting.
",204,134,"Dallas Times Herald
",,1986,134,1986,204,Public Service
Staff,4133,finalist,1438981211,finalists/staff-29,"For its investigation into allegations of systematic and widespread torture of prison inmates by jailers in the Jackson County Jail in Marianna, Florida, which resulted in the indictment of seven prison guards.
",204,134,"Panama City (FL) News-Herald
",,1986,134,1986,204,Public Service
Bruce Buursma,4134,finalist,1438981211,finalists/bruce-buursma,"For his informed and clear reporting on religion, which included articles on Billy Graham, Pope John Paul II, born-again believers and the Catholic Church in Africa.
",273,134,"Chicago Tribune
",,1986,134,1986,273,Specialized Reporting
William K. Robertson,4135,finalist,1438981211,finalists/william-k-robertson-0,"For his literary-journalistic account of rediscovering Mark Twain&#039;s Mississippi River in honor of the 100th anniversary of &quot;Huckleberry Finn.&quot;
",273,134,"The Miami Herald
",,1986,134,1986,273,Specialized Reporting
David Walters,4136,finalist,1438981211,finalists/david-walters,"For his photos of Mexico City after the earthquake.
",274,134,"The Miami Herald
",,1986,134,1986,274,Spot News Photography
Photography Team,4137,finalist,1438981211,finalists/photography-team,"For its coverage of the Mexico City earthquake.
",274,134,"The Dallas Morning News
",,1986,134,1986,274,Spot News Photography
Lydia Millet,5138,finalist,1438981265,finalists/lydia-millet,"An imaginative collection of linked stories, often describing a memorable encounter between a famous person and an animal, underscoring the human folly of longing for significance while chasing trifles.
",219,110,"Love in Infant Monkeys
","Soft Skull Press
",2010,110,2010,219,Fiction
Daniyal Mueenuddin,5139,finalist,1438981265,finalists/daniyal-mueenuddin,"A collection of beautifully crafted stories that exposes the Western reader to the hopes, dreams and dramas of an array of characters in feudal Pakistan, resulting in both an aesthetic and cultural achievement.
",219,110,"In Other Rooms, Other Wonders
","W.W. Norton &amp; Company
",2010,110,2010,219,Fiction
Greg Grandin,5140,finalist,1438981265,finalists/greg-grandin,"An evocative, heavily researched examination of an industrial giant&#039;s grandiose scheme to create a model rubber plantation deep in the Amazon forest.  
",220,110,"Fordlandia: The Rise and Fall of Henry Ford&#039;s Forgotten Jungle City
","Metropolitan Books/Henry Holt &amp; Company
",2010,110,2010,220,History
Gordon S. Wood,5141,finalist,1438981265,finalists/gordon-s-wood,"A lucid exploration of a turbulent era when a profoundly changing America, despite the sin of slavery, came to see itself as a beacon to the world, demonstrating human capacity for self-government. 
",220,110,"Empire of Liberty: A History of the Early Republic, 1789-1815
","(Oxford University Press
",2010,110,2010,220,History
Angie Estes,5142,finalist,1438981265,finalists/angie-estes,"A collection of poems remarkable for its variety of subjects, array of genres and nimble use of language.
",224,110,"Tryst
","Oberlin College Press
",2010,110,2010,224,Poetry
Lucia Perillo,5143,finalist,1438981265,finalists/lucia-perillo,"A collection of poems, often laced with humor, that examine popular culture, the limits of the human body and the tragicomic aspects of everyday experience.
",224,110,"Inseminating the Elephant
","Copper Canyon Press
",2010,110,2010,224,Poetry
"John Milton Cooper, Jr.",5144,finalist,1438981265,finalists/john-milton-cooper-jr,"A magisterial work that corrects erroneous perceptions and casts important new light on one of the most pivotal and enigmatic American presidents, fully placing the man in the context of his times.
",222,110,"Woodrow Wilson: A Biography
","Alfred A. Knopf
",2010,110,2010,222,Biography
Blake Bailey,5145,finalist,1438981265,finalists/blake-bailey,"An absorbing, impeccably researched exploration of the famed writer John Cheever, illuminating his greatness as well as flaws, told in a compelling voice worthy of the subject.
",222,110,"Cheever: A Life
","Alfred A. Knopf
",2010,110,2010,222,Biography
John Cassidy,5146,finalist,1438981265,finalists/john-cassidy,"A work that probes the complexity of the Great Recession, using solid research and precise documentation to reveal not only a gripping human drama but also a tense clash of ideas. 
",223,110,"How Markets Fail: The Logic of Economic Calamities
","Farrar, Straus and Giroux
",2010,110,2010,223,General Nonfiction
Robert Wright,5147,finalist,1438981265,finalists/robert-wright,"A sweeping look at the origins and development of religious belief throughout human history. 
",223,110,"The Evolution of God
","Little, Brown and Company
",2010,110,2010,223,General Nonfiction
Fred Lerdahl,5148,finalist,1438981265,finalists/fred-lerdahl-0,"Premiered on December 8, 2009, in Cleveland, Ohio, a remarkable work that displays impeccable technical facility and palpable emotion.
",225,110,"String Quartet No. 3
",,2010,110,2010,225,Music
Julia Wolfe,5149,finalist,1438981265,finalists/julia-wolfe,"Premiered on November 13, 2009, in Gainesville, FL, an innovative composition that, with voices and old-time instruments, turns the old folk tune &quot;John Henry&quot; into an epic distillation of Appalachia.
",225,110,"Steel Hammer
","G. Schirmer, Inc.
",2010,110,2010,225,Music
Asbury Park Press,5150,finalist,1438981265,finalists/asbury-park-press,"For its exhaustive examination of how an archaic property tax system harms New Jersey&#039;s economy and ordinary families, using stories and interactive databases to spark pledges of statewide reform.
",204,110,"Asbury Park Press
",,2010,110,2010,204,Public Service
Los Angeles Times and ProPublica,5151,finalist,1461246916,finalists/los-angeles-times-and-propublica,"For their exposure of gaps in California&#039;s oversight of dangerous and incompetent nurses, blending investigative scrutiny and multimedia storytelling to produce corrective changes.
",204,110,,,2010,110,2010,204,Public Service
Dave Philipps,5152,finalist,1494518332,finalists/dave-philipps,"For his painstaking stories on the spike in violence within a battered combat brigade returning to Fort Carson after bloody deployments to Iraq, leading to increased mental health care for soldiers. 
",208,110,The Gazette,,2010,110,2010,208,Local Reporting
"Ben Montgomery, Waveney Ann Moore and photographer Edmund D. Fountain",5153,finalist,1438981265,finalists/ben-montgomery-waveney-ann-moore-and-photographer-edmund-d-fountain,"For their dogged reporting and searing storytelling that illuminated decades of abuse at a Florida reform school for boys and sparked remedial action.
",208,110,"St. Petersburg Times
",,2010,110,2010,208,Local Reporting
Kristoffer Diaz,5154,finalist,1438981265,finalists/kristoffer-diaz,"A play invoking the exaggerated role-playing of professional wrestling to explore themes from globalization to ethnic stereotyping, as the audience becomes both intimate insider and ringside spectator.
",218,110,"The Elaborate Entrance of Chad Deity
",,2010,110,2010,218,Drama
Rajiv Joseph,5155,finalist,1438981265,finalists/rajiv-joseph,"A play about the chaotic Iraq war that uses a network of characters, including a caged tiger, to ponder violent, senseless death, blending social commentary with tragicomic mayhem. 
",218,110,"Bengal Tiger at the Baghdad Zoo
",,2010,110,2010,218,Drama
Sarah Ruhl,5156,finalist,1438981265,finalists/sarah-ruhl-0,"An inventive work that mixes comedy and drama as it examines the medical practice of a 19th century American doctor and confronts questions of female sexuality and emancipation.    
",218,110,"In the Next Room or the vibrator play
",,2010,110,2010,218,Drama
Staff,5157,finalist,1438981265,finalists/staff-166,"For its sweeping coverage of 44 arrests in a widespread corruption scandal that snared local officials, several religious leaders and others. 
",205,110,"The Star-Ledger
",,2010,110,2010,205,Breaking News Reporting
Staff,5158,finalist,1438981265,finalists/staff-167,"For its compelling coverage of an Army psychiatrist, with long ties to Washington, who killed 13 people in a shooting rampage at Fort Hood, a Texas military base.
",205,110,"The Washington Post
",,2010,110,2010,205,Breaking News Reporting
"Michael Braga, Chris Davis and Matthew Doig",5159,finalist,1438981265,finalists/michael-braga-chris-davis-and-matthew-doig,"For their in-depth reporting and computer analysis that unraveled $10 billion in suspicious Florida real estate transactions, triggering local and state efforts to curb abuses.  
",206,110,"Sarasota Herald-Tribune
",,2010,110,2010,206,Investigative Reporting
Michael Moss,5160,finalist,1438981265,finalists/michael-moss-0,"For relentless reporting on contaminated hamburger and other food safety issues that, in print and online, spotlighted defects in federal regulation and led to improved practices.(Moved by the Board to the Explanatory Reporting category)
",206,110,"The New York Times
",,2010,110,2010,206,Investigative Reporting
Dan Egan,5161,finalist,1438981265,finalists/dan-egan,"For his path-breaking coverage of how invasive aquatic creatures have disrupted the ecosystem of the Great Lakes and other bodies of water, illuminating the science and politics of an important national issue.
",207,110,"Milwaukee Journal Sentinel
",,2010,110,2010,207,Explanatory Reporting
"The New York Times Staff, and notably Gina Kolata",5162,finalist,1494518365,finalists/new-york-times-staff-and-notably-gina-kolata,"For their exploration of the lack of progress in the 40-year war on cancer, combining explanation of scientific complexity and the exposure of myths with an empathetic portrayal of the human suffering caused by the disease.
",207,110,,,2010,110,2010,207,Explanatory Reporting
"Kirsten Grind, Jeanne Lang Jones and Alwyn Scott",5163,finalist,1461246852,finalists/kirsten-grind-jeanne-lang-jones-and-alwyn-scott,"For their meticulous examination of the collapse of Washington Mutual, the biggest bank failure in U.S. history, plumbing causes and raising troubling questions about federal regulation.
",207,110,Puget Sound Business Journal,,2010,110,2010,207,Explanatory Reporting
Ken Bensinger and Ralph Vartabedian,5164,finalist,1438981267,finalists/ken-bensinger-and-ralph-vartabedian,"For their tenacious reporting on how design flaws and weak federal oversight contributed to a potentially lethal problem with Toyota vehicles, resulting in corrective steps and a congressional inquiry.
",209,110,"Los Angeles Times
",,2010,110,2010,209,National Reporting
"Greg Gordon, Kevin G. Hall and Chris Adams of McClatchy Newspapers",5165,finalist,1461246985,finalists/greg-gordon-kevin-g-hall-and-chris-adams-mcclatchy-newspapers,"For their examination of the nation&#039;s financial collapse and notably on the involvement of Goldman Sachs.
",209,110,,,2010,110,2010,209,National Reporting
Borzou Daragahi,5166,finalist,1438981267,finalists/borzou-daragahi-0,"For his coverage of the disputed election in Iran and its bloody aftermath, marked by firsthand knowledge and close-up portraits of individuals caught up in events.
",210,110,"Los Angeles Times
",,2010,110,2010,210,International Reporting
David Rohde,5167,finalist,1438981267,finalists/david-rohde,"For his riveting account of being held prisoner by the Taliban for seven months before his dramatic escape, using his eye for detail to depict memorably his militant captors.
",210,110,"The New York Times
",,2010,110,2010,210,International Reporting
Dan Barry,5168,finalist,1438981267,finalists/dan-barry-0,"For his portfolio of closely observed pieces that movingly capture how the great recession is changing lives and relationships in America.
",211,110,"The New York Times
",,2010,110,2010,211,Feature Writing
"Sheri Fink of ProPublica, in collaboration with The New York Times Magazine",5169,finalist,1494518168,finalists/sheri-fink-propublica-collaboration-new-york-times-magazine,"For a story that chronicles the urgent life-and-death decisions made by one hospital&#039;s exhausted doctors when they were cut off by the floodwaters of Hurricane Katrina. (Moved by the Board to the Investigative Reporting category.)
",211,110,,,2010,110,2010,211,Feature Writing
David Leonhardt,5170,finalist,1438981267,finalists/david-leonhardt,"For his illumination of the nation&#039;s most pressing and complex economic concerns, from health care reform to the worst recession in decades.",212,110,"The New York Times
",,2010,110,2010,212,Commentary
Phillip Morris,5171,finalist,1438981267,finalists/phillip-morris,"For his columns that close the distance between the reader and the rough streets of the city, confronting hard realities without leaving people to feel hopeless.
",212,110,"The Plain Dealer
",,2010,110,2010,212,Commentary
Michael Feingold,5172,finalist,1461247038,finalists/michael-feingold-0,"For his engaging, authoritative drama reviews that fuse passion and knowledge as he helps readers understand what makes a play or a performance successful.
",213,110,The Village Voice,,2010,110,2010,213,Criticism
A.O. Scott,5173,finalist,1438981267,finalists/ao-scott,"For his incisive film reviews that, with aplomb, embrace a wide spectrum of movies and often explore their connection to larger issues in society or the arts.
",213,110,"The New York Times
",,2010,110,2010,213,Criticism
John G. Carlton,5174,finalist,1438981267,finalists/john-g-carlton,"For his editorials on health care reform that cut through the clutter, debunk myths and often bring the national debate home to Missouri.
",214,110,"St. Louis Post-Dispatch
",,2010,110,2010,214,Editorial Writing
John McCormick and Marie Dillon,5175,finalist,1438981267,finalists/john-mccormick-and-marie-dillon,"For their unyielding editorials urging reform of a culture of corruption in Illinois state government, repeatedly sounding the alarm when lawmakers faltered.
",214,110,"Chicago Tribune
",,2010,110,2010,214,Editorial Writing
Tony Auth,5176,finalist,1438981267,finalists/tony-auth-0,"For his masterful simplicity in expressing consistently fearless positions on national and local issues.
",215,110,"The Philadelphia Inquirer
",,2010,110,2010,215,Editorial Cartooning
Matt Wuerker,5177,finalist,1438981267,finalists/matt-wuerker-0,"For his broad portfolio that encompasses the nation&#039;s historic political year, using rich artistry, wry humor and sometimes animation to drive home his deft satire.
",215,110,"Politico
",,2010,110,2010,215,Editorial Cartooning
Staff,5178,finalist,1438981267,finalists/staff-168,"For its unforgettable images that take viewers to the frontlines of America&#039;s war in Afghanistan, recording a range of scenes and emotions, from mirth to pain and sorrow.
",216,110,"Associated Press
",,2010,110,2010,216,Breaking News Photography
Staff,5179,finalist,1438981267,finalists/staff-169,"For its compelling and remarkably complete photo coverage of the miraculous landing of a US Airways jetliner in the Hudson River off Manhattan without loss of life.
",216,110,"New York Daily News
",,2010,110,2010,216,Breaking News Photography
Mary F. Calvert,5180,finalist,1438981267,finalists/mary-f-calvert-0,"For her courageous work published in The Washington Times that vividly documents how rapes, by the tens of thousands, have become a weapon of war in Congo.
",217,110,,,2010,110,2010,217,Feature Photography
Robert Cohen,5181,finalist,1438981267,finalists/robert-cohen,"For his sensitive portrayal of homeless suburban families camping in motels during the recession, often recording memorable emotional moments.
",217,110,"St. Louis Post-Dispatch
",,2010,110,2010,217,Feature Photography
ProPublica,15931,finalist,1555187248,finalists/propublica,"For emotionally resonant reporting on migrant family separation at the U.S./Mexico border, including haunting audio of detained and distressed children desperate to reunite with their parents.",204,621,,,2019,621,2019,204,Public Service
The Washington Post,15933,finalist,1555187286,finalists/washington-post-1,For commanding and courageous coverage of the murder of Saudi-born journalist and Washington Post contributor Jamal Khashoggi inside Saudi Arabia’s Turkish consulate. ,204,621,,,2019,621,2019,204,Public Service
Kathleen McGrory and Neil Bedi of the Tampa Bay Times,15936,finalist,1555187645,finalists/kathleen-mcgrory-and-neil-bedi-tampa-bay-times,"For impactful reporting, based on sophisticated data analysis, that revealed an alarming rate of patient fatalities following Johns Hopkins’ takeover of a pediatric heart treatment facility. ",206,621,,,2019,621,2019,206,Investigative Reporting
"Aaron Glantz and Emmanuel Martinez of Reveal from The Center for Investigative Reporting, Emeryville, Calif. (in collaboration with Associated Press, PRX and the PBS NewsHour)",15937,finalist,1555187766,finalists/aaron-glantz-and-emmanuel-martinez-reveal-center-investigative-reporting-emeryville-calif,"For an exposé of redlining that analyzed more than 30 million mortgage records to uncover discrimination in the banking system, highlighting how skin color still shuts out millions of people from home ownership.",207,621,,,2019,621,2019,207,Explanatory Reporting
"Kyra Gurney, Nicholas Nehamas, Jay Weaver and Jim Wyss of the Miami Herald",15938,finalist,1555187825,finalists/kyra-gurney-nicholas-nehamas-jay-weaver-and-jim-wyss-miami-herald,"For an ambitious explanation of a far-reaching criminal operation in which South American gold mining fueled international money laundering, urban street crime, environmental degradation, child exploitation, drug trafficking and a thriving precious metals industry in Miami.",207,621,,,2019,621,2019,207,Explanatory Reporting
Staff of The Washington Post,15939,finalist,1555436267,finalists/staff-washington-post,For exhaustive data analysis and haunting storytelling that revealed the vast number of unsolved homicide cases in America’s major cities.,207,621,,,2019,621,2019,207,Explanatory Reporting
Jill Lepore of The New Yorker,15940,finalist,1555189189,finalists/jill-lepore-new-yorker,"For critical, yet restrained, explorations of incredibly varied subjects, from Frankenstein to Ruth Bader Ginsburg, that combined literary nuance with intellectual rigor.",213,621,,,2019,621,2019,213,Criticism
"Deanna Pan and Jennifer Berry Hawes of The Post and Courier, Charleston, S.C.",15942,finalist,1555188893,finalists/deanna-pan-and-jennifer-berry-hawes-post-and-courier-charleston-sc,"For a deeply moving examination of racial injustice in South Carolina that led to the execution of a 14-year-old black boy wrongfully convicted of killing two white girls, and that ultimately exonerated him seven decades after his death.",211,621,,,2019,621,2019,211,Feature Writing
Elizabeth Bruenig of The Washington Post,15944,finalist,1555363967,finalists/elizabeth-bruenig-washington-post,"For eloquent reflections on the exile of a teen sexual assault victim in the author’s Texas hometown, delving with moral authority into why the crime remained unpunished.",211,621,,,2019,621,2019,211,Feature Writing
Caitlin Flanagan of The Atlantic,15945,finalist,1555189061,finalists/caitlin-flanagan-atlantic,"For luminous columns that expertly explore the intersection of gender and politics with a personal, yet keenly analytical, point of view.",212,621,,,2019,621,2019,212,Commentary
Melinda Henneberger of The Kansas City Star,15948,finalist,1555189102,finalists/melinda-henneberger-kansas-city-star,"For examining, in spare and courageous writing, institutional sexism and misogyny within her hometown NFL team, her former governor’s office and the Catholic Church.",212,621,,,2019,621,2019,212,Commentary
"Editorial Staff of the Capital Gazette, Annapolis, Md.",15949,finalist,1555189492,finalists/editorial-staff-capital-gazette-annapolis-md,"For deeply personal editorials that reflected on gun violence, loss and recovery following a newsroom attack that left five of the writers’ colleagues dead.",214,621,,,2019,621,2019,214,Editorial Writing
"Editorial Staff of The Advocate, Baton Rouge, La.",15951,finalist,1555189464,finalists/editorial-staff-advocate-baton-rouge-la,For persuasive editorials that prompted Louisiana voters to abolish a Jim Crow-era law that undermined equal justice in the jury system.,214,621,,,2019,621,2019,214,Editorial Writing
Manohla Dargis of The New York Times,15952,finalist,1555189243,finalists/manohla-dargis-new-york-times-0,"For authoritative film criticism that considered the impact of movies both inside the theater and in the wider world with rare passion, craftsmanship and insight.",213,621,,,2019,621,2019,213,Criticism
Staff of the South Florida Sun Sentinel,15953,finalist,1555187487,finalists/staff-south-florida-sun-sentinel,For exhaustive and lucid multi-platform coverage of the Marjory Stoneman Douglas High School rampage that brought compassion and clarity to a horrific tragedy.,205,621,,,2019,621,2019,205,Breaking News Reporting
Rescinded,15955,finalist,1608672601,finalists/rescinded-0,"The International Reporting Pulitzer jury chose a New York Times story and accompanying podcast, “Caliphate,” as one of three finalists in the category. In 2020, after Canadian authorities charged a figure profiled in the entry with perpetrating a terrorist hoax, an internal Times investigation concluded that the work failed its &quot;standards for accuracy.” The Pulitzer Prize Board accepted withdrawal of the entry as an appropriate resolution of this matter.",210,621,,,2019,621,2019,210,International Reporting
Staff of Associated Press,15957,finalist,1555188524,finalists/staff-associated-press-0,For authoritative coverage of the Trump administration’s migrant family separation policy that exposed a federal government overwhelmed by the logistics of caring for and tracking thousands of immigrant children.,209,621,,,2019,621,2019,209,National Reporting
"Staff of The New York Times, with contributions from Carole Cadwalladr of The Guardian/The Observer of London",15958,finalist,1556137595,finalists/staff-new-york-times-contributions-carole-cadwalladr-guardianthe-observer-london,"For reporting on how Facebook and other tech firms allowed the spread of misinformation and failed to protect consumer privacy, leading to Cambridge Analytica’s theft of 50 million people’s private information, data that was used to boost Donald Trump’s campaign.",209,621,,,2019,621,2019,209,National Reporting
Rebecca Makkai,15960,finalist,1555190359,finalists/rebecca-makkai,"An artful novel that chronicles a mother’s search for her estranged daughter against the backdrop of the AIDS crisis, and contemplates the ripples of grief affecting generations of survivors.",219,621,The Great Believers,Viking,2019,621,2019,219,Fiction
Tommy Orange,15961,finalist,1555190397,finalists/tommy-orange,"A compassionate debut that, through 12 Native American narrators making their way to a California powwow, offers a chorus of voices struggling with questions of identity and authenticity.",219,621,There There,Alfred A. Knopf,2019,621,2019,219,Fiction
