title,nid,type,changed,path_alias,citation,category_tid,year_tid,publication,publisher,filename_year,tid,year,tid_category,category
Ada Ferrer,21709,winner,1666628509,winners/ada-ferrer,"An original and compelling history, spanning five centuries, of the island that became an obsession for many presidents and policy makers, transforming how we think about the U.S. in Latin America, and Cuba in American society.",220,640,Cuba: An American History,Scribner,2022,640,2022,220,History
Nicole Eustace,21711,winner,1666628448,winners/nicole-eustace,"A gripping account of Indigenous justice in early America, and how the aftermath of a settler’s murder of a Native American man led to the oldest continuously recognized treaty in the United States.",220,640,Covered with Night,Liveright/Norton,2022,640,2022,220,History
the late Winfred Rembert as told to Erin I. Kelly,21712,winner,1666628748,winners/late-winfred-rembert-told-erin-i-kelly,"A searing first-person illustrated account of an artist’s life during the 1950s and 1960s in an unreconstructed corner of the deep South–an account of abuse, endurance, imagination, and aesthetic transformation.
",222,640,Chasing Me to My Grave: An Artist&#039;s Memoir of the Jim Crow South,Bloomsbury,2022,640,2022,222,Biography
Diane Seuss,21715,winner,1652199497,winners/diane-seuss,"A virtuosic collection that inventively expands the sonnet form to confront the messy contradictions of contemporary America, including the beauty and the difficulty of working-class life in the Rust Belt.",224,640,frank: sonnets,Graywolf Press,2022,640,2022,224,Poetry
Andrea Elliott,21718,winner,1666628897,winners/andrea-elliott-0,"An affecting, deeply reported account of a girl who comes of age during New York City’s homeless crisis–a portrait of resilience amid institutional failure that successfully merges literary narrative with policy analysis.
",223,640,"Invisible Child: Poverty, Survival &amp; Hope in an American City",Random House,2022,640,2022,223,General Nonfiction
Raven Chacon,21722,winner,1666629063,winners/raven-chacon,"Premiered on November 21, 2021 in Milwaukee, Wis., a mesmerizing, original work for organ and ensemble that evokes the weight of history in a church setting, a concentrated and powerful musical expression with a haunting visceral impact.",225,640,Voiceless Mass,,2022,640,2022,225,Music
James Ijames,21725,winner,1684202377,winners/james-ijames,"A funny, poignant play that deftly transposes &quot;Hamlet&quot; to a family barbecue in the American South to grapple with questions of identity, kinship, responsibility, and honesty.",218,640,Fat Ham,,2022,640,2022,218,Drama
"Staffs of Futuro Media, New York, N.Y. and PRX, Boston, Mass.",21728,winner,1666628074,winners/staffs-futuro-media-new-york-ny-and-prx-boston-mass,"For “Suave,” a brutally honest and immersive profile of a man reentering society after serving more than 30 years in prison.",631,640,,,2022,640,2022,631,Audio Reporting
The Journalists of Ukraine,21870,winner,1651938722,winners/journalists-ukraine,"The Pulitzer Board awards a special citation to the journalists of Ukraine for their courage, endurance, and commitment to truthful reporting during Vladimir Putin’s ruthless invasion of their country and his propaganda war in Russia. Despite bombardment, abductions, occupation, and even deaths in their ranks, they have persisted in their effort to provide an accurate picture of a terrible reality, doing honor to Ukraine and to journalists around the world.",260,640,,,2022,640,2022,260,Special Citations and Awards
Cyrus L. Sulzberger,5677,winner,1439235117,winners/cyrus-l-sulzberger,"For his exclusive interview with Archbishop Stepinac.
",,169,"The New York Times
",,1951,169,1951,,
Arthur Krock,5678,winner,1439235117,winners/arthur-krock,"The Advisory Board on the Pulitzer Prizes as a policy does not make any award to an individual member of the Board. In 1951, the Board decided that the outstanding instance of National Reporting done in 1950 was the exclusive interview with President Truman obtained by Arthur Krock of The New York Times, while Mr. Krock was a Board member. The Board therefore made no award in the National Reporting category.
",,169,"The New York Times
",,1951,169,1951,,
Margaret Louise Coit,6036,winner,1439235136,winners/margaret-louise-coit,,222,169,"John C. Calhoun: American Portrait
","Houghton
",1951,169,1951,222,Biography
Reg (Reginald W.) Manning,6037,winner,1439235136,winners/reg-reginald-w-manning,"For &quot;Hats.&quot;
",215,169,"Arizona Republic
",,1951,169,1951,215,Editorial Cartooning
William Harry Fitzpatrick,6038,winner,1439235136,winners/william-harry-fitzpatrick,"For his series of editorials analyzing and clarifying a very important constitutional issue, which is described by the general heading of the series, &quot;Government by Treaty.&quot;
",214,169,"New Orleans States
",,1951,169,1951,214,Editorial Writing
Conrad Richter,6039,winner,1439235136,winners/conrad-richter,,219,169,"The Town
","Knopf
",1951,169,1951,219,Fiction
R. Carlyle Buley,6040,winner,1439235136,winners/r-carlyle-buley,,220,169,"The Old Northwest, Pioneer Period 1815-1840
","Towers
",1951,169,1951,220,History
"Keyes Beech, Homer Bigart, Marguerite Higgins, Relman Morin, Fred Sparks and Don Whitehead",6041,winner,1439235136,winners/keyes-beech-homer-bigart-marguerite-higgins-relman-morin-fred-sparks-and-don-whitehead,"For their reporting of the Korean War.
",210,169,,,1951,169,1951,210,International Reporting
Edward S. Montgomery,6042,winner,1439235136,winners/edward-s-montgomery,"For his series of articles on tax frauds which culminated in an expose within the Bureau of Internal Revenue.
",208,169,"San Francisco Examiner
",,1951,169,1951,208,Local Reporting
Douglas S. Moore,6043,winner,1439235136,winners/douglas-s-moore,"Produced by Columbia Opera Workshop, March 28, 1951.
",225,169,"Music in &quot;Giants in the Earth&quot;
",,1951,169,1951,225,Music
Max Desfor,6044,winner,1439235136,winners/max-desfor,"For his photographic coverage of the Korean War, an outstanding example of which is, &quot;Flight of Refugees Across Wrecked Bridge in Korea.&quot;
",271,169,"Associated Press
",,1951,169,1951,271,Photography
Carl Sandburg,6045,winner,1439235136,winners/carl-sandburg-1,,224,169,"Complete Poems
","Harcourt
",1951,169,1951,224,Poetry
Miami Herald and Brooklyn Eagle,6046,winner,1439235136,winners/miami-herald-and-brooklyn-eagle,"For their crime reporting during the year.
",204,169,"Miami Herald and Brooklyn Eagle
",,1951,169,1951,204,Public Service
Arthur Krock,14051,winner,1452191249,winners/arthur-krock-2," The Advisory Board on the Pulitzer Prizes as a policy does not make any award to an individual member of the Board. In 1951, the Board decided that the outstanding instance of National Reporting done in 1950 was the exclusive interview with President Truman obtained by Arthur Krock of The New York Times, while Mr. Krock was a Board member. The Board therefore made no award in the National Reporting category.",260,169,The New York Times,,1951,169,1951,260,Special Citations and Awards
Cyrus L. Sulzberger ,14052,winner,1452192217,winners/cyrus-l-sulzberger-0,For his exclusive interview with Archbishop Stepinac.,260,169,The New York Times,,1951,169,1951,260,Special Citations and Awards
Elizabeth Frank,6591,winner,1439235167,winners/elizabeth-frank,,222,134,"Louise Bogan: A Portrait
","Alfred A. Knopf
",1986,134,1986,222,Biography
Jimmy Breslin,6592,winner,1559754726,winners/jimmy-breslin,"For columns which consistently champion ordinary citizens.
",212,134,New York Daily News,,1986,134,1986,212,Commentary
Donal Henahan,6593,winner,1510767084,winners/donal-henahan,"For his music criticism.
",213,134,The New York Times,,1986,134,1986,213,Criticism
Jules Feiffer,6594,winner,1503671036,winners/jules-feiffer,,215,134,The Village Voice,,1986,134,1986,215,Editorial Cartooning
Jack Fuller,6595,winner,1439235167,winners/jack-fuller,"For his editorials on constitutional issues.
",214,134,"Chicago Tribune
",,1986,134,1986,214,Editorial Writing
Staff,6596,winner,1510767873,winners/staff-19,"For a six-part comprehensive series on the Strategic Defense Initiative, which explored the scientific, political and foreign policy issues involved in &quot;Star Wars.&quot;
",264,134,The New York Times,,1986,134,1986,264,Explanatory Journalism
Tom Gralish,6597,winner,1439235167,winners/tom-gralish,"For his series of photographs of Philadelphia&#039;s homeless.
",217,134,"The Philadelphia Inquirer
",,1986,134,1986,217,Feature Photography
John Camp,6598,winner,1439235167,winners/john-camp,"For his five-part series examining the life of an American farm family faced with the worst U.S. agricultural crisis since the Depression.
",211,134,"St. Paul Pioneer Press and Dispatch
",,1986,134,1986,211,Feature Writing
Larry McMurtry,6599,winner,1686072161,winners/larry-mcmurtry,,219,134,Lonesome Dove,Simon &amp; Schuster,1986,134,1986,219,Fiction
Edna Buchanan,6600,winner,1439235167,winners/edna-buchanan,"For her versatile and consistently excellent police beat reporting.
",265,134,"The Miami Herald
",,1986,134,1986,265,General News Reporting
J. Anthony Lukas,6601,winner,1439235167,winners/j-anthony-lukas-0,,223,134,"Common Ground: A Turbulent Decade in the Lives of Three American Families
","Alfred A. Knopf
",1986,134,1986,223,General Nonfiction
Joseph Lelyveld,6602,winner,1439235167,winners/joseph-lelyveld,,223,134,"Move Your Shadow: South Africa, Black and White
","Times Books
",1986,134,1986,223,General Nonfiction
Walter A. McDougall,6603,winner,1439235167,winners/walter-mcdougall,,220,134,"...the Heavens and the Earth: A Political History of the Space Age
","Basic Books
",1986,134,1986,220,History
"Lewis M. Simons, Pete Carey and Katherine Ellison",6604,winner,1439235167,winners/lewis-m-simons-pete-carey-and-katherine-ellison,"For their June 1985 series that documented massive transfers of wealth abroad by President Marcos and his associates and had a direct impact on subsequent political developments in the Philippines and the United States.
",210,134,"San Jose (CA) Mercury News
",,1986,134,1986,210,International Reporting
Jeffrey A. Marx and Michael M. York,6605,winner,1439235167,winners/jeffrey-marx-and-michael-m-york,"For their series &quot;Playing Above the Rules,&quot; which exposed cash payoffs to University of Kentucky basketball players in violation of NCAA regulations and led to significant reforms.
",206,134,"Lexington (KY) Herald Leader
",,1986,134,1986,206,Investigative Reporting
George Perle,6606,winner,1468854040,winners/george-perle,"Premiered on October 2, 1985 at Merkin Concert Hall in New York City.
",225,134,Wind Quintet IV,,1986,134,1986,225,Music
Craig Flournoy and George Rodrigue,6607,winner,1439235167,winners/craig-flournoy-and-george-rodrigue,"For their investigation into subsidized housing in East Texas, which uncovered patterns of racial discrimination and segregation in public housing across the United States and led to significant reforms.
",209,134,"The Dallas Morning News
",,1986,134,1986,209,National Reporting
Arthur Howe,6608,winner,1439235167,winners/arthur-howe,"For his enterprising and indefatigable reporting on massive deficiencies in IRS processing of tax returns-reporting that eventually inspired major changes in IRS procedures and prompted the agency to make a public apology to U.S. taxpayers.
",209,134,"The Philadelphia Inquirer
",,1986,134,1986,209,National Reporting
Henry Taylor,6609,winner,1439235167,winners/henry-taylor,,224,134,"The Flying Change
","Louisiana State University Press
",1986,134,1986,224,Poetry
The Denver Post,6610,winner,1439235170,winners/denver-post,"For its in-depth study of &quot;missing children,&quot; which revealed that most are involved in custody disputes or are runaways, and which helped mitigate national fears stirred by exaggerated statistics.
",204,134,"The Denver Post
",,1986,134,1986,204,Public Service
Andrew Schneider and Mary Pat Flaherty,6611,winner,1439235170,winners/andrew-schneider-and-mary-pat-flaherty,"For their investigation of violations and failures in the organ transplantation system in the United States.
",273,134,"Pittsburgh Press
",,1986,134,1986,273,Specialized Reporting
Carol Guzy and Michel du Cille,6612,winner,1439235170,winners/carol-guzy-and-michel-du-cille,"For their photographs of the devastation caused by the eruption of the Nevado del Ruiz volcano in Colombia.
",274,134,"The Miami Herald
",,1986,134,1986,274,Spot News Photography
Charles A. Lindbergh,6073,winner,1439235139,winners/charles-lindbergh,,222,166,"The Spirit of St. Louis
","Scribner
",1954,166,1954,222,Biography
John Patrick,6074,winner,1439235139,winners/john-patrick,,218,166,"The Teahouse of the August Moon
",,1954,166,1954,218,Drama
Herbert L. Block (Herblock),6075,winner,1439235139,winners/herbert-l-block-herblock,"For a cartoon depicting the robed figure of Death saying to Stalin after he died, &quot;You Were Always A Great Friend of Mine, Joseph.&quot;
",215,166,"The Washington Post &amp; Times-Herald
",,1954,166,1954,215,Editorial Cartooning
Don Murray,6076,winner,1439235139,winners/don-murray,"For a series of editorials on the &quot;New Look&quot; in National Defense which won wide attention for their analysis of changes in American military policy.
",214,166,"Boston Herald
",,1954,166,1954,214,Editorial Writing
Bruce Catton,6077,winner,1439235139,winners/bruce-catton,,220,166,"A Stillness at Appomattox
","Doubleday
",1954,166,1954,220,History
Jim G. Lucas,6078,winner,1439235139,winners/jim-g-lucas,"For his notable front-line human interest reporting of the Korean War, the cease-fire and the prisoner-of-war exchanges, climaxing 26 months of distinguished service as a war correspondent.
",210,166,"Scripps-Howard Newspapers
",,1954,166,1954,210,International Reporting
Staff,6079,winner,1439235139,winners/staff-0,"For its outstanding coverage of the tornado of December 5, 1953, under extraordinary difficulties.
",,166,"Vicksburg (MS) Sunday Post-Herald
",,1954,166,1954,,
Alvin Scott McCoy,6080,winner,1439235139,winners/alvin-scott-mccoy,"For a series of exclusive stories which led to the resignation under fire of C. Wesley Roberts as Republican National Chairman.
",,166,"Kansas City (MO) Star
",,1954,166,1954,,
Quincy Porter,6081,winner,1439235139,winners/quincy-porter,"First performed by the Louisville Symphony Orchestra, March 17, 1954. This was one of the works commissioned under a grant of the Rockefeller Foundation for new American compositions for orchestra, or soloists and orchestra.
",225,166,"Concerto For Two Pianos and Orchestra
",,1954,166,1954,225,Music
Richard Wilson,6082,winner,1439235139,winners/richard-wilson,"For his exclusive publication of the FBI Report to the White House in the Harry Dexter White case before it was laid before the Senate by J. Edgar Hoover.
",209,166,"Des Moines Register &amp; Tribune
",,1954,166,1954,209,National Reporting
Virginia M. Schau,6083,winner,1573510927,winners/virginia-m-schau,"For snapping a thrilling rescue at Redding, Calif., the picture being published in The Akron (OH) Beacon Journal and other newspapers and nationally distributed by the AP. (Schau was identified as &quot;Mrs. Walter M. Schau&quot; in the 1954 announcement.)
",271,166,,,1954,166,1954,271,Photography
Theodore Roethke,6084,winner,1439235139,winners/theodore-roethke,,224,166,"The Waking
","Doubleday
",1954,166,1954,224,Poetry
Newsday,6085,winner,1439235139,winners/newsday,"For its expose of New York State&#039;s race track scandals and labor racketeering, which led to the extortion indictment, guilty plea and imprisonment of William C. DeKoning, Sr., New York labor racketeer.
",204,166,"Newsday
",,1954,166,1954,204,Public Service
Staff,13937,winner,1444839818,winners/staff-76,"For its outstanding coverage of the tornado of December 5, 1953, under extraordinary difficulties.
",268,166,"Vicksburg (MS) Sunday Post-Herald
",,1954,166,1954,268,Local Reporting - Edition time
Alvin Scott McCoy,13938,winner,1444839818,winners/alvin-scott-mccoy-0,"For a series of exclusive stories which led to the resignation under fire of C. Wesley Roberts as Republican National Chairman.
",269,166,"Kansas City (MO) Star
",,1954,166,1954,269,Local Reporting - No edition time
Ralph Barton Perry,5859,winner,1464714319,winners/ralph-barton-perry,,222,184,"The Thought and Character of William James: As Revealed in Unpublished Correspondence and Notes, Together with His Published Writings",Little,1936,184,1936,222,Biography
Wilfred C. Barber,5860,winner,1439235128,winners/wilfred-c-barber,"For his reports of the war in Ethiopia. (A posthumous award.)
",263,184,"Chicago Tribune
",,1936,184,1936,263,Correspondence
Robert E. Sherwood,5861,winner,1439235128,winners/robert-e-sherwood,,218,184,"Idiots Delight
",,1936,184,1936,218,Drama
Felix Morley and George B. Parker,5862,winner,1534954197,winners/felix-morley-and-george-b-parker,"For distinguished editorial writing during the year.
",214,184,Washington Post and Scripps-Howard Newspapers,,1936,184,1936,214,Editorial Writing
Andrew C. McLaughlin,5863,winner,1439235128,winners/andrew-c-mclaughlin,,220,184,"A Constitutional History of the United States
","Appleton
",1936,184,1936,220,History
Harold L. Davis,5864,winner,1439235128,winners/harold-l-davis,,261,184,"Honey in the Horn
","Harper
",1936,184,1936,261,Novel
Robert P. Tristram Coffin,5865,winner,1439235128,winners/robert-p-tristram-coffin,,224,184,"Strange Holiness
","Macmillan
",1936,184,1936,224,Poetry
Cedar Rapids Gazette,5866,winner,1439235128,winners/cedar-rapids-gazette,"For its crusade against corruption and misgovernment in the State of Iowa.
",204,184,"Cedar Rapids Gazette
",,1936,184,1936,204,Public Service
Lauren D. Lyman,5867,winner,1439235128,winners/lauren-d-lyman,"For his exclusive story revealing that the Charles A. Lindbergh family was leaving the United States to live in England.
",272,184,"The New York Times
",,1936,184,1936,272,Reporting
Robert Caro,6386,winner,1477498983,winners/robert-caro,,222,145,The Power Broker: Robert Moses and the Fall of New York,Knopf,1975,145,1975,222,Biography
Mary McGrory,6387,winner,1521142721,winners/mary-mcgrory,"For her commentary on public affairs during 1974.
",212,145,The Washington Star-News,,1975,145,1975,212,Commentary
Roger Ebert,6388,winner,1439235155,winners/roger-ebert,"For his film criticism during 1974.
",213,145,"Chicago Sun-Times
",,1975,145,1975,213,Criticism
Edward Albee,6389,winner,1439235155,winners/edward-albee-0,,218,145,"Seascape
",,1975,145,1975,218,Drama
Garry Trudeau,6390,winner,1439235155,winners/garry-trudeau,"For his cartoon strip Doonesbury.
",215,145,"Universal Press Syndicate
",,1975,145,1975,215,Editorial Cartooning
John Daniell Maurice,6391,winner,1439235155,winners/john-daniell-maurice,"For his editorials about the Kanawha County schoolbook controversy.
",214,145,"Charleston (WV) Daily Mail
",,1975,145,1975,214,Editorial Writing
Matthew Lewis,6392,winner,1439235155,winners/matthew-lewis,"For his photographs in color and black and white.
",217,145,"The Washington Post
",,1975,145,1975,217,Feature Photography
Michael Shaara,6393,winner,1439235155,winners/michael-shaara,,219,145,"The Killer Angels
","McKay
",1975,145,1975,219,Fiction
Annie Dillard,6394,winner,1439235155,winners/annie-dillard,,223,145,"Pilgrim at Tinker Creek
","Harper&#039;s Magazine Press
",1975,145,1975,223,General Nonfiction
Dumas Malone,6395,winner,1439235155,winners/dumas-malone,,220,145,"Jefferson and His Time, Vols. I-V
","Little
",1975,145,1975,220,History
William Mullen and Ovie Carter,6396,winner,1439235155,winners/william-mullen-and-ovie-carter,"For their coverage of famine in Africa and India.
",210,145,"Chicago Tribune
",,1975,145,1975,210,International Reporting
Staff,6397,winner,1439235155,winners/staff-11,"For its coverage, under enormous difficulties, of the tornado that wrecked the city on April 3, 1974.
",266,145,"Xenia (OH) Daily Gazette
",,1975,145,1975,266,Local General or Spot News Reporting
Staff,6398,winner,1439235155,winners/staff-12,"For its disclosures of local police corruption and dilatory law enforcement, resulting in a cleanup of both the Police Department and the office of the County Prosecutor.
",267,145,"Indianapolis Star
",,1975,145,1975,267,Local Investigative Specialized Reporting
Dominick Argento,6399,winner,1468867616,winners/dominick-argento,"For medium voice and piano, commissioned by the Schubert Club of St. Paul, and premiered January 5, 1975 in Orchestra Hall, Minneapolis.
",225,145,From the Diary of Virginia Woolf,,1975,145,1975,225,Music
Donald L. Barlett and James B. Steele,6400,winner,1439235155,winners/donald-l-barlett-and-james-b-steele,"For their series &quot;Auditing the Internal Revenue Service,&quot; which exposed the unequal application of Federal tax laws.
",209,145,"The Philadelphia Inquirer
",,1975,145,1975,209,National Reporting
Gary Snyder,6401,winner,1439235155,winners/gary-snyder,,224,145,"Turtle Island
","New Directions
",1975,145,1975,224,Poetry
The Boston Globe,6402,winner,1439235155,winners/boston-globe-0,"For its massive and balanced coverage of the Boston school desegregation crisis.
",204,145,"The Boston Globe
",,1975,145,1975,204,Public Service
Gerald H. Gay,6403,winner,1439235155,winners/gerald-h-gay,"For his photograph of four exhausted firemen, &quot;Lull in the Battle.&quot;
",274,145,"The Seattle Times
",,1975,145,1975,274,Spot News Photography
Patrick Farrell,7079,winner,1450458157,winners/patrick-farrell,"For his provocative, impeccably composed images of despair after Hurricane Ike and other lethal storms caused a humanitarian disaster in Haiti.
",216,111,The Miami Herald,,2009,111,2009,216,Breaking News Photography
W.S. Merwin,7080,winner,1443799881,winners/ws-merwin,"A collection of luminous, often tender poems that focus on the profound power of memory.
",224,111,The Shadow of Sirius,Copper Canyon Press,2009,111,2009,224,Poetry
"Las Vegas Sun, and notably the courageous reporting by Alexandra Berzon",7081,winner,1450194906,winners/las-vegas-sun-and-notably-courageous-reporting-alexandra-berzon,"For the exposure of the high death rate among construction workers on the Las Vegas Strip amid lax enforcement of regulations, leading to changes in policy and improved safety conditions.
",204,111,,,2009,111,2009,204,Public Service
Staff,7082,winner,1459315752,winners/staff-68,"For its swift and sweeping coverage of a sex scandal that resulted in the resignation of Gov. Eliot Spitzer, breaking the story on its Web site and then developing it with authoritative, rapid-fire reports.
",205,111,The New York Times,,2009,111,2009,205,Breaking News Reporting
David Barstow,7083,winner,1450194347,winners/david-barstow,"For his tenacious reporting that revealed how some retired generals, working as radio and television analysts, had been co-opted by the Pentagon to make its case for the war in Iraq, and how many of them also had undisclosed ties to companies that benefited from policies they defended.
",206,111,The New York Times,,2009,111,2009,206,Investigative Reporting
Bettina Boxall and Julie Cart,7084,winner,1459315752,winners/bettina-boxall-and-julie-cart,"For their fresh and painstaking exploration into the cost and effectiveness of attempts to combat the growing menace of wildfires across the western United States.
",207,111,Los Angeles Times,,2009,111,2009,207,Explanatory Reporting
"Detroit Free Press Staff, and notably Jim Schaefer and M.L. Elrick",7085,winner,1450193461,winners/detroit-free-press-staff-and-notably-jim-schaefer-and-ml-elrick,"For their uncovering of a pattern of lies by Mayor Kwame Kilpatrick that included denial of a sexual relationship with his female chief of staff, prompting an investigation of perjury that eventually led to jail terms for the two officials.
",208,111,,,2009,111,2009,208,Local Reporting
Staff,7086,winner,1620420415,winners/staff-69,"For &quot;PolitiFact,&quot; its fact-checking initiative during the 2008 presidential campaign that used probing reporters and the power of the World Wide Web to examine more than 750 political claims, separating rhetoric from truth to enlighten voters. (Moved by the Board to the National Reporting category.)
",209,111,St. Petersburg Times,,2009,111,2009,209,National Reporting
Staff,7087,winner,1459315752,winners/staff-70,"For its masterful, groundbreaking coverage of America&#039;s deepening military and political challenges in Afghanistan and Pakistan, reporting frequently done under perilous condition",210,111,The New York Times,,2009,111,2009,210,International Reporting
Lane DeGregory,7088,winner,1450191894,winners/lane-degregory,"For her moving, richly detailed story of a neglected little girl, found in a roach-infested room, unable to talk or feed herself, who was adopted by a new family committed to her nurturing.
",211,111,St. Petersburg Times,,2009,111,2009,211,Feature Writing
Eugene Robinson,7089,winner,1459315752,winners/eugene-robinson,"For his eloquent columns on the 2008 presidential campaign that focus on the election of the first African-American president, showcasing graceful writing and grasp of the larger historic picture.
",212,111,The Washington Post,,2009,111,2009,212,Commentary
Holland Cotter,7090,winner,1450191260,winners/holland-cotter,"For his wide ranging reviews of art, from Manhattan to China, marked by acute observation, luminous writing and dramatic storytelling. 
",213,111,The New York Times,The New York Times,2009,111,2009,213,Criticism
Mark Mahoney,7091,winner,1450189946,winners/mark-mahoney,"For his relentless, down-to-earth editorials on the perils of local government secrecy, effectively admonishing citizens to uphold their right to know.
",214,111,The Post-Star,,2009,111,2009,214,Editorial Writing
Steve Breen,7092,winner,1450802764,winners/steve-breen,"For his agile use of a classic style to produce wide ranging cartoons that engage readers with power, clarity and humor.
",215,111,The San Diego Union-Tribune,,2009,111,2009,215,Editorial Cartooning
Damon Winter,7093,winner,1450460287,winners/damon-winter,"For his memorable array of pictures deftly capturing multiple facets of Barack Obama&#039;s presidential campaign. 
",217,111,The New York Times,,2009,111,2009,217,Feature Photography
Elizabeth Strout,7094,winner,1443799495,winners/elizabeth-strout,"A collection of 13 short stories set in small-town Maine that packs a cumulative emotional wallop, bound together by polished prose and by Olive, the title character, blunt, flawed and fascinating.
",219,111,Olive Kitteridge,Random House,2009,111,2009,219,Fiction
Lynn Nottage,7095,winner,1443799552,winners/lynn-nottage,"A searing drama set in chaotic Congo that compels audiences to face the horror of wartime rape and brutality while still finding affirmation of life and hope amid hopelessness.
",218,111,Ruined,,2009,111,2009,218,Drama
Annette Gordon-Reed,7096,winner,1443799687,winners/annette-gordon-reed,"A painstaking exploration of a sprawling multi-generation slave family that casts provocative new light on the relationship between Sally Hemings and her master, Thomas Jefferson.
",220,111,The Hemingses of Monticello: An American Family,W.W. Norton &amp; Company,2009,111,2009,220,History
Jon Meacham,7097,winner,1443799820,winners/jon-meacham,"An unflinching portrait of a not always admirable democrat but a pivotal president, written with an agile prose that brings the Jackson saga to life.
",222,111,American Lion: Andrew Jackson in the White House,Random House,2009,111,2009,222,Biography
Douglas A. Blackmon,7098,winner,1443800812,winners/douglas-blackmon,"A precise and eloquent work that examines a deliberate system of racial suppression and that rescues a multitude of atrocities from virtual obscurity.
",223,111,Slavery by Another Name: The Re-Enslavement of Black Americans from the Civil War to World War II,Doubleday,2009,111,2009,223,General Nonfiction
Steve Reich,7099,winner,1468605560,winners/steve-reich,"A major work that displays an ability to channel an initial burst of energy into a large-scale musical event, built with masterful control and consistently intriguing to the ear.
",225,111,Double Sextet,Boosey &amp; Hawkes,2009,111,2009,225,Music
Ryan Gabrielson and Paul Giblin,7100,winner,1450194082,winners/ryan-gabrielson-and-paul-giblin,"For their adroit use of limited resources to reveal, in print and online, how a popular sheriff&#039;s focus on immigration enforcement endangered investigation of violent crime and other aspects of public safety.
",208,111,East Valley Tribune,,2009,111,2009,208,Local Reporting
Justin Kaplan,6250,winner,1439235147,winners/justin-kaplan,,222,153,"Mr. Clemens and Mark Twain
","Simon &amp; Schuster
",1967,153,1967,222,Biography
Edward Albee,6251,winner,1439235147,winners/edward-albee,,218,153,"A Delicate Balance
",,1967,153,1967,218,Drama
Patrick B. Oliphant,6252,winner,1439235147,winners/patrick-b-oliphant,"For &quot;They Won&#039;t Get Us To The Conference Table...Will They?&quot;  Published February 1, 1966.
",215,153,"The Denver Post
",,1967,153,1967,215,Editorial Cartooning
Eugene Patterson,6253,winner,1439235147,winners/eugene-patterson,"For his editorials during the year.
",214,153,"The Atlanta Constitution
",,1967,153,1967,214,Editorial Writing
Bernard Malamud,6254,winner,1439235147,winners/bernard-malamud,,219,153,"The Fixer
","Farrar
",1967,153,1967,219,Fiction
David Brion Davis,6255,winner,1439235147,winners/david-brion-davis,,223,153,"The Problem of Slavery in Western Culture
","Cornell Univ. Press
",1967,153,1967,223,General Nonfiction
William H. Goetzmann,6256,winner,1439235147,winners/william-h-goetzmann,,220,153,"Exploration and Empire: The Explorer and the Scientist in the Winning of the American West
","Knopf
",1967,153,1967,220,History
R. John Hughes,6257,winner,1439235147,winners/r-john-hughes,"For his thorough reporting of the attempted Communist coup in Indonesia in 1965 and the purge that followed in 1965-66.
",210,153,"The Christian Science Monitor
",,1967,153,1967,210,International Reporting
Robert V. Cox,6258,winner,1439235147,winners/robert-v-cox,"For his vivid deadline reporting of a mountain manhunt that ended with the killing of a deranged sniper who had terrorized the community.
",266,153,"Chambersburg (Pennsylvania) Public Opinion
",,1967,153,1967,266,Local General or Spot News Reporting
Gene Miller,6259,winner,1439235147,winners/gene-miller,"Whose initiative and investigative reporting helped to free two persons wrongfully convicted of murder.
",267,153,"Miami Herald
",,1967,153,1967,267,Local Investigative Specialized Reporting
Leon Kirchner,6260,winner,1468858673,winners/leon-kirchner,"First performed by the Beaux Arts Quartet in Town Hall,  January 27, 1967.
",225,153,Quartet No. 3,,1967,153,1967,225,Music
Stanley Penn and Monroe Karmin,6261,winner,1439235150,winners/stanley-penn-and-monroe-karmin,"For their investigative reporting of the connection between American crime and gambling in the Bahamas. 
",209,153,"The Wall Street Journal
",,1967,153,1967,209,National Reporting
Jack R. Thornell,6262,winner,1439235150,winners/jack-r-thornell,"For his picture of the shooting of James Meredith in Mississippi by a roadside rifleman.
",271,153,"Associated Press
",,1967,153,1967,271,Photography
Anne Sexton,6263,winner,1439235150,winners/anne-sexton,,224,153,"Live or Die
","Houghton
",1967,153,1967,224,Poetry
Milwaukee Journal,6264,winner,1439235150,winners/milwaukee-journal-0,"For its successful campaign to stiffen the law against water pollution in Wisconsin, a notable advance in the national effort for the conservation of natural resources.
",204,153,"Milwaukee Journal
",,1967,153,1967,204,Public Service
Staff,6265,winner,1439235150,winners/staff-6,"For its successful campaign to control the Kentucky strip mining industry, a notable advance in the national effort for the conservation of natural resources.
",204,153,"Louisville Courier-Journal
",,1967,153,1967,204,Public Service
Arthur Walworth,6142,winner,1439235142,winners/arthur-walworth,,222,161,"Woodrow Wilson
","Longmans
",1959,161,1959,222,Biography
Archibald Macleish,6143,winner,1439235142,winners/archibald-macleish-1,,218,161,"J. B.
",,1959,161,1959,218,Drama
William H. (Bill) Mauldin,6144,winner,1439235142,winners/william-h-bill-mauldin,"For &quot;I won the Nobel Prize for Literature. What was your crime?&quot;  Published on October 30, 1958.
",215,161,"St. Louis Post-Dispatch
",,1959,161,1959,215,Editorial Cartooning
Ralph McGill,6145,winner,1439235142,winners/ralph-mcgill,"For his distinguished editorial writing during 1958 as exemplified in his editorial &quot;A Church, A School....&quot; and for his long, courageous and effective editorial leadership.
",214,161,"The Atlanta (GA) Constitution
",,1959,161,1959,214,Editorial Writing
